id,timestamp,source_ip,dest_ip,port,protocol,threat_type,severity,attack_category,confidence,details,dataset,country,city,latitude,longitude,dest_country,dest_city,dest_latitude,dest_longitude
21065,17:17:57,184.187.136.213,113.25.114.221,22,DNS,Botnet Activity,Critical,Endpoint,1.0,Detected Botnet Activity from internal source,CERT Network Flow Data (API Misuse),Canada,Toronto,43.65107,-79.347015,India,Bengaluru,12.9716,77.5946
60623,17:17:59,126.25.63.72,34.221.12.234,445,TCP,Privilege Escalation,Critical,Web,0.98,Detected Privilege Escalation from external source,CIC-IDS 2017 (HTTP & Web Attacks),India,Bengaluru,12.9716,77.5946,United States,San Francisco,37.7749,-122.4194
22704,17:17:59,245.74.79.171,124.213.209.241,80,DNS,API Key Leakage,Critical,Endpoint,0.98,Detected API Key Leakage from external source,CIC-BELL-DNS 2021 (DNS Abuse & Routing),Australia,Sydney,-33.8688,151.2093,United States,New York,40.7128,-74.006
84535,17:17:59,1.6.8.193,46.27.161.140,139,DNS,Broken Object Level Authorization (BOLA),Critical,Application,0.94,Detected Broken Object Level Authorization (BOLA) from internal source,HTTP Request Anomaly Research Datasets,Singapore,Singapore,1.3521,103.8198,South Africa,Johannesburg,-26.2041,28.0473
72921,17:17:59,38.99.162.53,40.222.239.17,8080,HTTPS,API Key Leakage,Critical,Email,1.0,Detected API Key Leakage from internal source,CERT Network Flow Data (API Misuse),India,Mumbai,19.076,72.8777,Canada,Toronto,43.65107,-79.347015
82099,17:17:59,158.255.251.104,207.14.48.68,3306,DNS,Malware Download,Critical,Endpoint,0.98,Detected Malware Download from internal source,CERT Network Flow Data (API Misuse),India,Bengaluru,12.9716,77.5946,Australia,Sydney,-33.8688,151.2093
14892,17:17:59,85.13.34.47,89.42.19.105,123,DNS,Privilege Escalation,Critical,Application,0.99,Detected Privilege Escalation from external source,AWS Open Data – Web & API Logs,Singapore,Singapore,1.3521,103.8198,United States,San Francisco,37.7749,-122.4194
32906,17:17:59,89.48.174.254,144.96.70.1,22,HTTPS,API Authentication Brute Force,Critical,API,0.99,Detected API Authentication Brute Force from internal source,TON_IoT HTTP/REST Dataset,India,Mumbai,19.076,72.8777,United States,San Francisco,37.7749,-122.4194
92714,17:17:59,44.14.38.89,3.185.199.150,139,HTTPS,HTTP Flood on API Gateway,Critical,Email,0.99,Detected HTTP Flood on API Gateway from internal source,SWaT & WADI ICS HTTP/API Traces,Germany,Frankfurt,50.1109,8.6821,United States,New York,40.7128,-74.006
39100,17:17:59,73.232.140.103,144.138.108.125,53,HTTPS,API Key Leakage,Critical,DNS,0.95,Detected API Key Leakage from internal source,CIC-IDS 2017 (HTTP & Web Attacks),Brazil,São Paulo,-23.5505,-46.6333,Canada,Toronto,43.65107,-79.347015
63210,17:17:59,145.8.133.217,230.126.40.139,22,UDP,Ransomware,Critical,Web,0.98,Detected Ransomware from internal source,CIC-IDS 2017 (HTTP & Web Attacks),India,Mumbai,19.076,72.8777,South Africa,Johannesburg,-26.2041,28.0473
38104,17:17:59,3.130.225.13,236.57.135.133,22,DNS,Botnet Activity,Critical,API,1.0,Detected Botnet Activity from internal source,AWS Open Data – Web & API Logs,South Africa,Johannesburg,-26.2041,28.0473,United States,San Francisco,37.7749,-122.4194
85765,17:17:59,129.153.25.3,155.45.184.84,53,TCP,Botnet Activity,Critical,Web,1.0,Detected Botnet Activity from internal source,HTTP Request Anomaly Research Datasets,Brazil,São Paulo,-23.5505,-46.6333,Canada,Toronto,43.65107,-79.347015
28378,17:17:59,51.85.209.251,73.201.198.172,3306,HTTP,GraphQL Introspection Abuse,Critical,Network,0.99,Detected GraphQL Introspection Abuse from internal source,CSIC 2010 HTTP Web Attack Dataset,Canada,Toronto,43.65107,-79.347015,Australia,Sydney,-33.8688,151.2093
44618,17:17:59,5.238.207.57,239.30.3.255,53,HTTPS,Phishing,Critical,Email,1.0,Detected Phishing from internal source,OWASP WebGoat Logs Dataset,Canada,Toronto,43.65107,-79.347015,Germany,Frankfurt,50.1109,8.6821
55584,17:17:59,219.170.227.73,31.16.244.213,123,UDP,API Key Leakage,Critical,Network,0.99,Detected API Key Leakage from external source,CERT Network Flow Data (API Misuse),United Kingdom,London,51.5074,-0.1278,Germany,Frankfurt,50.1109,8.6821
31914,17:18:01,51.172.96.103,98.29.242.192,5432,HTTPS,GraphQL Introspection Abuse,Critical,Endpoint,1.0,Detected GraphQL Introspection Abuse from internal source,SWaT & WADI ICS HTTP/API Traces,Australia,Sydney,-33.8688,151.2093,India,Bengaluru,12.9716,77.5946
73730,17:18:01,190.47.233.76,116.1.134.82,22,HTTP,Privilege Escalation,Critical,Network,0.98,Detected Privilege Escalation from internal source,CIC-BELL-DNS 2021 (DNS Abuse & Routing),South Africa,Johannesburg,-26.2041,28.0473,Japan,Tokyo,35.6895,139.6917
85446,17:18:01,252.238.73.20,193.104.174.193,21,TCP,Port Scan,High,Network,0.8,Detected Port Scan from internal source,SWaT & WADI ICS HTTP/API Traces,Australia,Sydney,-33.8688,151.2093,South Africa,Johannesburg,-26.2041,28.0473
27322,17:18:01,117.52.245.250,90.228.249.233,8080,HTTP,DNS Tunneling,Critical,Web,0.99,Detected DNS Tunneling from internal source,CIC-BELL-DNS 2021 (DNS Abuse & Routing),Brazil,São Paulo,-23.5505,-46.6333,India,Mumbai,19.076,72.8777
93548,17:18:01,103.192.197.158,201.12.48.163,3306,DNS,Brute Force Login,Critical,DNS,1.0,Detected Brute Force Login from internal source,OWASP WebGoat Logs Dataset,India,Mumbai,19.076,72.8777,Germany,Frankfurt,50.1109,8.6821
38867,17:18:01,54.120.119.18,174.218.218.148,53,HTTPS,HTTP Flood on API Gateway,Critical,Network,0.95,Detected HTTP Flood on API Gateway from external source,CIC-BELL-DNS 2021 (DNS Abuse & Routing),Brazil,São Paulo,-23.5505,-46.6333,India,Bengaluru,12.9716,77.5946
86886,17:18:01,187.255.174.98,3.160.59.200,5432,HTTPS,Ransomware,Critical,API,0.99,Detected Ransomware from internal source,UNSW-NB15 (Modern Web & App Attacks),Germany,Frankfurt,50.1109,8.6821,Australia,Sydney,-33.8688,151.2093
28924,17:18:01,86.61.43.201,108.77.147.157,139,HTTP,DNS Tunneling,Critical,Endpoint,1.0,Detected DNS Tunneling from external source,SANTA Web Attack Dataset,India,Bengaluru,12.9716,77.5946,Germany,Frankfurt,50.1109,8.6821
39449,17:18:01,225.60.217.147,206.141.36.17,445,HTTPS,GraphQL Introspection Abuse,Critical,Network,0.9,Detected GraphQL Introspection Abuse from internal source,HTTP Request Anomaly Research Datasets,Singapore,Singapore,1.3521,103.8198,Japan,Tokyo,35.6895,139.6917
20846,17:18:01,86.20.178.142,117.50.30.13,53,ICMP,Zero-Day Exploit,Critical,Web,0.97,Detected Zero-Day Exploit from internal source,Academic WAF Log Datasets (Sanitized),Australia,Sydney,-33.8688,151.2093,India,Mumbai,19.076,72.8777
98179,17:18:01,91.107.20.95,229.147.34.211,53,TCP,Broken Object Level Authorization (BOLA),Critical,Endpoint,1.0,Detected Broken Object Level Authorization (BOLA) from internal source,CIC-IDS 2017 (HTTP & Web Attacks),India,Mumbai,19.076,72.8777,Japan,Tokyo,35.6895,139.6917
88355,17:18:01,174.190.21.114,137.63.50.168,8080,UDP,HTTP Flood on API Gateway,Critical,API,0.94,Detected HTTP Flood on API Gateway from external source,CSE-CIC-IDS 2018 (Enterprise API/Web Threats),Germany,Frankfurt,50.1109,8.6821,Brazil,São Paulo,-23.5505,-46.6333
57708,17:18:01,111.3.219.184,93.97.108.231,8080,HTTPS,JWT Token Abuse,Critical,Endpoint,0.99,Detected JWT Token Abuse from internal source,AWS Open Data – Web & API Logs,India,Bengaluru,12.9716,77.5946,United Kingdom,London,51.5074,-0.1278
69146,17:18:01,195.206.176.150,133.41.105.67,5432,DNS,API Authentication Brute Force,High,Endpoint,0.81,Detected API Authentication Brute Force from external source,Academic WAF Log Datasets (Sanitized),India,Mumbai,19.076,72.8777,Canada,Toronto,43.65107,-79.347015
58591,17:18:01,227.119.2.228,116.149.185.106,445,ICMP,XSS Attempt,Critical,API,1.0,Detected XSS Attempt from external source,Academic WAF Log Datasets (Sanitized),United Kingdom,London,51.5074,-0.1278,Germany,Frankfurt,50.1109,8.6821
11170,17:18:03,117.24.12.248,72.95.142.152,5432,HTTPS,REST Endpoint Enumeration,Critical,Email,0.99,Detected REST Endpoint Enumeration from external source,AWS Open Data – Web & API Logs,South Africa,Johannesburg,-26.2041,28.0473,India,Bengaluru,12.9716,77.5946
84095,17:18:03,65.46.254.174,27.31.150.196,22,UDP,Malware Download,Critical,Application,0.94,Detected Malware Download from internal source,CSE-CIC-IDS 2018 (Enterprise API/Web Threats),Germany,Frankfurt,50.1109,8.6821,South Africa,Johannesburg,-26.2041,28.0473
75156,17:18:03,163.245.197.45,154.74.209.128,139,HTTP,Mass Assignment in JSON API,Critical,Web,0.99,Detected Mass Assignment in JSON API from external source,SWaT & WADI ICS HTTP/API Traces,Australia,Sydney,-33.8688,151.2093,Japan,Tokyo,35.6895,139.6917
24095,17:18:03,84.73.87.241,37.142.220.183,139,HTTPS,Ransomware,Critical,Email,1.0,Detected Ransomware from external source,CIC-IDS 2017 (HTTP & Web Attacks),South Africa,Johannesburg,-26.2041,28.0473,Brazil,São Paulo,-23.5505,-46.6333
50055,17:18:03,203.8.80.109,202.142.240.1,443,HTTP,Privilege Escalation,Critical,Network,0.97,Detected Privilege Escalation from internal source,HTTP Request Anomaly Research Datasets,Germany,Frankfurt,50.1109,8.6821,Australia,Sydney,-33.8688,151.2093
64995,17:18:03,42.123.206.31,187.40.255.53,80,HTTP,Port Scan,Critical,DNS,0.94,Detected Port Scan from external source,CIC-DDoS 2019 (HTTP Floods),India,Bengaluru,12.9716,77.5946,United Kingdom,London,51.5074,-0.1278
84299,17:18:03,101.12.4.86,104.213.152.49,445,HTTPS,Insecure Direct Object Reference on API,Critical,Web,0.98,Detected Insecure Direct Object Reference on API from external source,CIC-BELL-DNS 2021 (DNS Abuse & Routing),Australia,Sydney,-33.8688,151.2093,Japan,Tokyo,35.6895,139.6917
76295,17:18:03,134.94.80.144,111.165.23.138,53,TCP,GraphQL Introspection Abuse,High,DNS,0.73,Detected GraphQL Introspection Abuse from external source,OWASP WebGoat Logs Dataset,United States,San Francisco,37.7749,-122.4194,Australia,Sydney,-33.8688,151.2093
15909,17:18:03,127.125.73.105,9.175.73.246,22,DNS,DNS Tunneling,Critical,Web,1.0,Detected DNS Tunneling from external source,OWASP WebGoat Logs Dataset,Australia,Sydney,-33.8688,151.2093,India,Bengaluru,12.9716,77.5946
54463,17:18:05,232.11.126.59,147.134.189.98,445,TCP,HTTP Flood on API Gateway,Critical,DNS,1.0,Detected HTTP Flood on API Gateway from internal source,AWS Open Data – Web & API Logs,South Africa,Johannesburg,-26.2041,28.0473,United States,New York,40.7128,-74.006
35354,17:18:05,81.191.29.194,18.213.224.189,25,HTTP,DDoS Attack,Critical,Endpoint,1.0,Detected DDoS Attack from external source,CIC-BELL-DNS 2021 (DNS Abuse & Routing),Germany,Frankfurt,50.1109,8.6821,India,Mumbai,19.076,72.8777
78795,17:18:05,142.176.94.233,250.96.205.246,25,HTTP,Data Exfiltration,Critical,Application,0.88,Detected Data Exfiltration from internal source,SWaT & WADI ICS HTTP/API Traces,Australia,Sydney,-33.8688,151.2093,Australia,Sydney,-33.8688,151.2093
65938,17:18:05,80.59.36.136,110.26.209.64,3306,ICMP,Data Exfiltration,Critical,Endpoint,1.0,Detected Data Exfiltration from internal source,AWS Open Data – Web & API Logs,Japan,Tokyo,35.6895,139.6917,United States,New York,40.7128,-74.006
86903,17:18:05,48.68.65.21,205.218.145.48,22,HTTPS,XSS Attempt,Critical,Endpoint,0.99,Detected XSS Attempt from external source,CERT Network Flow Data (API Misuse),South Africa,Johannesburg,-26.2041,28.0473,South Africa,Johannesburg,-26.2041,28.0473
11748,17:18:05,30.188.245.211,251.186.122.113,445,UDP,JWT Token Abuse,Critical,API,1.0,Detected JWT Token Abuse from internal source,AWS Open Data – Web & API Logs,Japan,Tokyo,35.6895,139.6917,Singapore,Singapore,1.3521,103.8198
48242,17:18:05,79.91.9.142,198.66.109.93,21,TCP,JWT Token Abuse,Critical,Email,1.0,Detected JWT Token Abuse from external source,Academic WAF Log Datasets (Sanitized),Australia,Sydney,-33.8688,151.2093,South Africa,Johannesburg,-26.2041,28.0473
27079,17:18:05,100.248.84.51,233.86.116.183,21,HTTP,Port Scan,Critical,DNS,0.97,Detected Port Scan from internal source,CSE-CIC-IDS 2018 (Enterprise API/Web Threats),Canada,Toronto,43.65107,-79.347015,United Kingdom,London,51.5074,-0.1278
77135,17:18:05,193.233.11.116,60.52.172.87,445,UDP,GraphQL Introspection Abuse,Critical,Application,1.0,Detected GraphQL Introspection Abuse from external source,CIC-IDS 2017 (HTTP & Web Attacks),United Kingdom,London,51.5074,-0.1278,India,Mumbai,19.076,72.8777
40039,17:18:05,4.7.87.158,228.59.44.40,3306,TCP,Mass Assignment in JSON API,Critical,API,0.97,Detected Mass Assignment in JSON API from external source,TON_IoT HTTP/REST Dataset,Germany,Frankfurt,50.1109,8.6821,Japan,Tokyo,35.6895,139.6917
82463,17:18:05,245.224.167.10,248.51.100.171,3306,DNS,Brute Force Login,Critical,API,0.98,Detected Brute Force Login from internal source,OWASP WebGoat Logs Dataset,India,Mumbai,19.076,72.8777,India,Bengaluru,12.9716,77.5946
23484,17:18:05,200.144.85.236,172.14.128.151,443,DNS,Phishing,Critical,API,1.0,Detected Phishing from internal source,CIC-BELL-DNS 2021 (DNS Abuse & Routing),United Kingdom,London,51.5074,-0.1278,India,Mumbai,19.076,72.8777
22318,17:18:07,202.242.119.82,136.154.72.193,5432,TCP,Data Exfiltration,Critical,Application,0.94,Detected Data Exfiltration from external source,SANTA Web Attack Dataset,United Kingdom,London,51.5074,-0.1278,Brazil,São Paulo,-23.5505,-46.6333
18148,17:18:07,54.3.227.168,20.233.120.174,139,DNS,Data Exfiltration,Critical,Network,1.0,Detected Data Exfiltration from internal source,AWS Open Data – Web & API Logs,Canada,Toronto,43.65107,-79.347015,Germany,Frankfurt,50.1109,8.6821
83246,17:18:07,245.108.81.157,242.90.152.226,25,DNS,GraphQL Introspection Abuse,Critical,Network,0.96,Detected GraphQL Introspection Abuse from external source,CSIC 2010 HTTP Web Attack Dataset,Canada,Toronto,43.65107,-79.347015,India,Mumbai,19.076,72.8777
23605,17:18:07,9.43.108.71,93.159.249.79,53,HTTP,Phishing,Critical,Endpoint,1.0,Detected Phishing from internal source,Academic WAF Log Datasets (Sanitized),Germany,Frankfurt,50.1109,8.6821,Australia,Sydney,-33.8688,151.2093
48265,17:18:07,105.79.105.222,217.66.122.170,25,TCP,API Authentication Brute Force,Critical,API,0.98,Detected API Authentication Brute Force from external source,SANTA Web Attack Dataset,India,Bengaluru,12.9716,77.5946,Australia,Sydney,-33.8688,151.2093
23964,17:18:07,234.162.156.106,243.178.248.245,5432,UDP,Data Exfiltration,Critical,Application,0.99,Detected Data Exfiltration from external source,Academic WAF Log Datasets (Sanitized),Germany,Frankfurt,50.1109,8.6821,United States,San Francisco,37.7749,-122.4194
60191,17:18:07,73.33.35.148,64.116.162.218,445,HTTPS,Mass Assignment in JSON API,Critical,Application,0.99,Detected Mass Assignment in JSON API from internal source,OWASP WebGoat Logs Dataset,Canada,Toronto,43.65107,-79.347015,Germany,Frankfurt,50.1109,8.6821
