id,timestamp,source_ip,dest_ip,port,protocol,threat_type,severity,attack_category,confidence,details,dataset,country,city,latitude,longitude,dest_country,dest_city,dest_latitude,dest_longitude
68191,14:53:07,35.75.186.107,78.142.100.123,445,DNS,Ransomware,High,Endpoint,0.81,Detected Ransomware from internal source,Team Cymru Malware & ASN Intelligence,Japan,Tokyo,35.6895,139.6917,United States,San Francisco,37.7749,-122.4194
73698,14:53:07,94.79.208.180,164.245.127.198,22,HTTPS,Zero-Day Exploit,Critical,Web,0.99,Detected Zero-Day Exploit from internal source,Spamhaus DROP / EDROP Threat Feeds,Germany,Frankfurt,50.1109,8.6821,Canada,Toronto,43.65107,-79.347015
59671,14:53:07,228.115.130.17,35.79.6.124,3306,DNS,Port Scan,Critical,Application,0.99,Detected Port Scan from internal source,CAIDA UCSD Network Telescope,United Kingdom,London,51.5074,-0.1278,India,Mumbai,19.076,72.8777
87917,14:53:07,234.175.252.82,10.94.147.204,22,DNS,DNS Tunneling,Critical,Endpoint,1.0,Detected DNS Tunneling from internal source,CERT NetFlow & Incident Datasets,United States,New York,40.7128,-74.006,Singapore,Singapore,1.3521,103.8198
81779,14:53:09,64.20.137.245,52.203.225.21,25,ICMP,Botnet Activity,Critical,DNS,0.99,Detected Botnet Activity from external source,Team Cymru Malware & ASN Intelligence,Australia,Sydney,-33.8688,151.2093,India,Bengaluru,12.9716,77.5946
47784,14:53:09,116.150.162.2,210.248.131.54,5432,DNS,Privilege Escalation,Critical,DNS,1.0,Detected Privilege Escalation from external source,GreyNoise Attack Source Intelligence,United States,San Francisco,37.7749,-122.4194,Japan,Tokyo,35.6895,139.6917
55021,14:53:09,133.84.252.25,106.246.107.161,123,HTTP,Man-in-the-Middle,Critical,Application,1.0,Detected Man-in-the-Middle from external source,Shadowserver Foundation Public Datasets,United States,San Francisco,37.7749,-122.4194,India,Bengaluru,12.9716,77.5946
39885,14:53:09,165.170.113.14,197.41.65.224,3306,DNS,Privilege Escalation,Critical,Web,0.95,Detected Privilege Escalation from internal source,OpenThreatExchange (AlienVault OTX) Data Pulses,United States,New York,40.7128,-74.006,United States,San Francisco,37.7749,-122.4194
41467,14:53:09,166.182.65.17,26.235.221.227,445,ICMP,Man-in-the-Middle,Critical,Endpoint,0.99,Detected Man-in-the-Middle from internal source,CAIDA UCSD Network Telescope,India,Mumbai,19.076,72.8777,Singapore,Singapore,1.3521,103.8198
58702,14:53:09,57.40.162.177,191.120.174.75,21,DNS,Man-in-the-Middle,Critical,Network,0.93,Detected Man-in-the-Middle from external source,Honeynet Project Honeypot Datasets,United States,San Francisco,37.7749,-122.4194,United Kingdom,London,51.5074,-0.1278
13249,14:53:09,98.46.221.107,79.28.32.219,123,DNS,Zero-Day Exploit,Critical,Network,0.98,Detected Zero-Day Exploit from internal source,CAIDA UCSD Network Telescope,Canada,Toronto,43.65107,-79.347015,Germany,Frankfurt,50.1109,8.6821
59929,14:53:09,225.70.214.6,61.43.148.38,123,HTTPS,Phishing,Critical,Email,0.89,Detected Phishing from external source,CERT NetFlow & Incident Datasets,South Africa,Johannesburg,-26.2041,28.0473,Canada,Toronto,43.65107,-79.347015
74489,14:53:09,212.60.130.136,174.107.147.248,123,ICMP,Phishing,Critical,Network,1.0,Detected Phishing from internal source,MAWI Packet Trace Archive,Australia,Sydney,-33.8688,151.2093,Japan,Tokyo,35.6895,139.6917
96891,14:53:09,109.9.127.111,240.197.52.80,123,UDP,XSS Attempt,Critical,Email,0.94,Detected XSS Attempt from internal source,Honeynet Project Honeypot Datasets,Japan,Tokyo,35.6895,139.6917,Germany,Frankfurt,50.1109,8.6821
85304,14:53:11,152.255.58.19,81.92.59.35,139,HTTPS,Brute Force,Critical,DNS,1.0,Detected Brute Force from internal source,RIPE Atlas Measurement Data,Japan,Tokyo,35.6895,139.6917,India,Bengaluru,12.9716,77.5946
14403,14:53:11,175.91.41.106,39.74.82.225,3306,DNS,DNS Tunneling,Critical,Network,0.99,Detected DNS Tunneling from internal source,RIPE Atlas Measurement Data,Japan,Tokyo,35.6895,139.6917,South Africa,Johannesburg,-26.2041,28.0473
43191,14:53:11,104.232.139.194,140.4.143.136,53,HTTP,Malware Download,Low,DNS,0.42,Detected Malware Download from internal source,FireHOL IP Blacklist Aggregator Feeds,Australia,Sydney,-33.8688,151.2093,India,Mumbai,19.076,72.8777
78948,14:53:11,26.94.124.225,106.234.64.28,8080,TCP,Ransomware,Critical,DNS,1.0,Detected Ransomware from external source,DShield / SANS Internet Storm Center Logs,Canada,Toronto,43.65107,-79.347015,United States,San Francisco,37.7749,-122.4194
42864,14:53:11,54.200.23.66,151.207.13.238,445,HTTP,Phishing,Critical,Application,1.0,Detected Phishing from external source,Abuse.ch Threat Feeds,United Kingdom,London,51.5074,-0.1278,United States,New York,40.7128,-74.006
33646,14:53:11,181.18.122.219,184.164.155.1,3306,HTTP,XSS Attempt,Medium,Network,0.7,Detected XSS Attempt from external source,Abuse.ch Threat Feeds,Singapore,Singapore,1.3521,103.8198,United Kingdom,London,51.5074,-0.1278
24463,14:53:11,244.107.92.19,46.182.158.223,53,TCP,Brute Force,Critical,Application,1.0,Detected Brute Force from internal source,Shadowserver Foundation Public Datasets,South Africa,Johannesburg,-26.2041,28.0473,United States,New York,40.7128,-74.006
91806,14:53:11,127.1.181.191,99.145.235.144,445,HTTP,Botnet Activity,Critical,Email,0.96,Detected Botnet Activity from internal source,Honeynet Project Honeypot Datasets,Germany,Frankfurt,50.1109,8.6821,United Kingdom,London,51.5074,-0.1278
98785,14:53:11,69.149.10.164,12.199.45.144,21,HTTPS,Botnet Activity,Critical,Application,0.99,Detected Botnet Activity from internal source,Shadowserver Foundation Public Datasets,Canada,Toronto,43.65107,-79.347015,Brazil,São Paulo,-23.5505,-46.6333
50670,14:53:11,66.154.189.214,207.85.87.242,53,ICMP,Data Exfiltration,Critical,Network,0.99,Detected Data Exfiltration from external source,FireHOL IP Blacklist Aggregator Feeds,South Africa,Johannesburg,-26.2041,28.0473,Singapore,Singapore,1.3521,103.8198
31216,14:53:13,18.160.197.35,150.200.89.17,443,ICMP,Phishing,Critical,Network,0.95,Detected Phishing from external source,MAWI Packet Trace Archive,Australia,Sydney,-33.8688,151.2093,United Kingdom,London,51.5074,-0.1278
65664,14:53:15,194.25.26.102,5.103.15.225,445,TCP,Ransomware,Critical,Endpoint,0.99,Detected Ransomware from external source,GreyNoise Attack Source Intelligence,South Africa,Johannesburg,-26.2041,28.0473,United States,New York,40.7128,-74.006
19056,14:53:15,208.224.104.191,230.56.111.158,21,TCP,DDoS Attack,Critical,Endpoint,0.97,Detected DDoS Attack from internal source,MAWI Packet Trace Archive,Singapore,Singapore,1.3521,103.8198,Canada,Toronto,43.65107,-79.347015
64381,14:53:15,220.170.207.141,72.127.21.9,443,TCP,DDoS Attack,Critical,Web,1.0,Detected DDoS Attack from external source,GreyNoise Attack Source Intelligence,Brazil,São Paulo,-23.5505,-46.6333,Australia,Sydney,-33.8688,151.2093
79858,14:53:15,73.238.132.69,47.3.243.79,445,DNS,Privilege Escalation,Critical,Network,1.0,Detected Privilege Escalation from internal source,OpenThreatExchange (AlienVault OTX) Data Pulses,India,Bengaluru,12.9716,77.5946,United States,San Francisco,37.7749,-122.4194
84530,14:53:15,139.154.103.55,249.80.12.235,80,UDP,SQL Injection,Critical,Application,0.99,Detected SQL Injection from external source,Rapid7 Project Sonar,South Africa,Johannesburg,-26.2041,28.0473,United States,San Francisco,37.7749,-122.4194
45876,14:53:15,73.87.123.180,203.198.59.245,445,HTTPS,Malware Download,Critical,DNS,0.91,Detected Malware Download from internal source,MAWI Packet Trace Archive,United Kingdom,London,51.5074,-0.1278,Japan,Tokyo,35.6895,139.6917
48280,14:53:15,130.171.1.74,100.153.16.196,139,DNS,XSS Attempt,Critical,Network,1.0,Detected XSS Attempt from external source,CERT NetFlow & Incident Datasets,Singapore,Singapore,1.3521,103.8198,India,Bengaluru,12.9716,77.5946
34787,14:53:15,50.183.251.59,22.243.165.237,443,TCP,Botnet Activity,Critical,Application,0.98,Detected Botnet Activity from internal source,DShield / SANS Internet Storm Center Logs,United States,San Francisco,37.7749,-122.4194,United States,New York,40.7128,-74.006
77058,14:53:17,233.125.251.217,28.212.56.74,445,TCP,Zero-Day Exploit,Critical,Web,0.95,Detected Zero-Day Exploit from internal source,CERT NetFlow & Incident Datasets,Singapore,Singapore,1.3521,103.8198,India,Bengaluru,12.9716,77.5946
50935,14:53:17,138.137.117.38,137.140.23.70,21,UDP,DDoS Attack,Critical,DNS,0.99,Detected DDoS Attack from internal source,MAWI Packet Trace Archive,United States,New York,40.7128,-74.006,United States,San Francisco,37.7749,-122.4194
46062,14:53:17,6.202.180.102,34.39.180.67,8080,HTTPS,DDoS Attack,Critical,Endpoint,1.0,Detected DDoS Attack from internal source,Spamhaus DROP / EDROP Threat Feeds,Brazil,São Paulo,-23.5505,-46.6333,India,Mumbai,19.076,72.8777
15429,14:53:17,6.118.130.150,227.243.34.218,123,HTTP,SQL Injection,High,Web,0.83,Detected SQL Injection from internal source,Team Cymru Malware & ASN Intelligence,India,Bengaluru,12.9716,77.5946,Japan,Tokyo,35.6895,139.6917
26192,14:53:17,163.57.55.126,96.113.104.204,445,HTTPS,SQL Injection,Critical,Endpoint,1.0,Detected SQL Injection from internal source,CAIDA UCSD Network Telescope,Australia,Sydney,-33.8688,151.2093,Germany,Frankfurt,50.1109,8.6821
20332,14:53:17,83.1.179.143,144.75.121.242,5432,UDP,Zero-Day Exploit,High,Email,0.73,Detected Zero-Day Exploit from external source,Team Cymru Malware & ASN Intelligence,Singapore,Singapore,1.3521,103.8198,India,Bengaluru,12.9716,77.5946
38037,14:53:17,246.186.77.103,24.103.110.102,21,TCP,Data Exfiltration,Critical,Web,1.0,Detected Data Exfiltration from internal source,CERT NetFlow & Incident Datasets,Australia,Sydney,-33.8688,151.2093,United States,New York,40.7128,-74.006
71613,14:53:17,42.148.46.77,78.133.181.14,53,DNS,Privilege Escalation,Critical,Email,0.92,Detected Privilege Escalation from internal source,Shadowserver Foundation Public Datasets,Australia,Sydney,-33.8688,151.2093,United Kingdom,London,51.5074,-0.1278
19132,14:53:17,12.42.108.4,22.165.176.99,53,DNS,Botnet Activity,Critical,Endpoint,0.99,Detected Botnet Activity from external source,DShield / SANS Internet Storm Center Logs,United Kingdom,London,51.5074,-0.1278,India,Mumbai,19.076,72.8777
97124,14:53:17,245.66.183.59,252.19.5.177,25,DNS,Privilege Escalation,Critical,Application,1.0,Detected Privilege Escalation from external source,Team Cymru Malware & ASN Intelligence,South Africa,Johannesburg,-26.2041,28.0473,United Kingdom,London,51.5074,-0.1278
68563,14:53:19,230.93.6.150,81.231.110.95,5432,UDP,DDoS Attack,Critical,DNS,1.0,Detected DDoS Attack from external source,CAIDA UCSD Network Telescope,Australia,Sydney,-33.8688,151.2093,South Africa,Johannesburg,-26.2041,28.0473
89692,14:53:19,164.248.194.196,64.137.239.115,445,ICMP,SQL Injection,Critical,Web,0.96,Detected SQL Injection from external source,Rapid7 Project Sonar,India,Bengaluru,12.9716,77.5946,South Africa,Johannesburg,-26.2041,28.0473
19033,14:53:19,34.10.171.244,52.123.71.86,123,DNS,Phishing,Critical,Application,0.91,Detected Phishing from external source,Spamhaus DROP / EDROP Threat Feeds,India,Bengaluru,12.9716,77.5946,Japan,Tokyo,35.6895,139.6917
11014,14:53:19,141.38.157.128,241.91.142.181,21,HTTPS,Brute Force,Low,Endpoint,0.48,Detected Brute Force from internal source,Rapid7 Project Sonar,Canada,Toronto,43.65107,-79.347015,Australia,Sydney,-33.8688,151.2093
79328,14:53:19,129.102.227.107,17.137.21.118,80,TCP,Man-in-the-Middle,High,Email,0.79,Detected Man-in-the-Middle from external source,DShield / SANS Internet Storm Center Logs,United States,San Francisco,37.7749,-122.4194,India,Mumbai,19.076,72.8777
97871,14:53:19,2.30.88.186,202.117.166.194,445,ICMP,Privilege Escalation,Critical,DNS,0.92,Detected Privilege Escalation from external source,Shadowserver Foundation Public Datasets,Australia,Sydney,-33.8688,151.2093,Germany,Frankfurt,50.1109,8.6821
71855,14:53:19,137.245.120.150,15.240.198.245,445,HTTP,Zero-Day Exploit,Critical,Email,0.96,Detected Zero-Day Exploit from external source,MAWI Packet Trace Archive,South Africa,Johannesburg,-26.2041,28.0473,United States,New York,40.7128,-74.006
75476,14:53:19,190.240.44.190,27.148.229.131,21,UDP,SQL Injection,Critical,Application,1.0,Detected SQL Injection from external source,FireHOL IP Blacklist Aggregator Feeds,Australia,Sydney,-33.8688,151.2093,United States,San Francisco,37.7749,-122.4194
29572,14:53:19,42.4.55.94,104.208.52.55,80,TCP,Malware Download,Critical,Endpoint,1.0,Detected Malware Download from external source,RIPE Atlas Measurement Data,South Africa,Johannesburg,-26.2041,28.0473,Brazil,São Paulo,-23.5505,-46.6333
85967,14:53:19,243.163.29.85,145.65.81.179,8080,ICMP,Botnet Activity,Critical,Network,0.99,Detected Botnet Activity from internal source,MAWI Packet Trace Archive,United States,San Francisco,37.7749,-122.4194,United States,New York,40.7128,-74.006
45915,14:53:19,103.229.8.54,187.169.161.11,25,UDP,Botnet Activity,Critical,DNS,1.0,Detected Botnet Activity from external source,Shadowserver Foundation Public Datasets,Brazil,São Paulo,-23.5505,-46.6333,Germany,Frankfurt,50.1109,8.6821
68443,14:53:19,23.195.199.141,13.109.78.106,443,TCP,Botnet Activity,High,Endpoint,0.79,Detected Botnet Activity from internal source,CIRT Threat Intelligence Feeds,Australia,Sydney,-33.8688,151.2093,South Africa,Johannesburg,-26.2041,28.0473
70464,14:53:19,230.148.14.83,113.54.84.197,123,UDP,DNS Tunneling,Critical,DNS,0.99,Detected DNS Tunneling from external source,Abuse.ch Threat Feeds,India,Bengaluru,12.9716,77.5946,Japan,Tokyo,35.6895,139.6917
58338,14:53:19,233.240.165.31,238.207.150.249,53,TCP,Privilege Escalation,Critical,DNS,0.99,Detected Privilege Escalation from internal source,FireHOL IP Blacklist Aggregator Feeds,South Africa,Johannesburg,-26.2041,28.0473,Japan,Tokyo,35.6895,139.6917
52179,14:53:19,60.149.6.192,103.95.160.132,22,UDP,DDoS Attack,Critical,DNS,0.9,Detected DDoS Attack from external source,Honeynet Project Honeypot Datasets,India,Mumbai,19.076,72.8777,United States,New York,40.7128,-74.006
91381,14:53:19,3.123.183.12,136.136.13.242,445,HTTPS,Botnet Activity,Critical,Web,0.99,Detected Botnet Activity from internal source,Abuse.ch Threat Feeds,Canada,Toronto,43.65107,-79.347015,Singapore,Singapore,1.3521,103.8198
17863,14:53:19,10.118.64.125,251.122.46.132,445,TCP,Malware Download,Critical,Application,0.96,Detected Malware Download from external source,CAIDA UCSD Network Telescope,South Africa,Johannesburg,-26.2041,28.0473,Brazil,São Paulo,-23.5505,-46.6333
53274,14:53:19,236.175.226.134,29.183.122.97,443,UDP,Man-in-the-Middle,Critical,Email,0.96,Detected Man-in-the-Middle from external source,DShield / SANS Internet Storm Center Logs,Singapore,Singapore,1.3521,103.8198,United States,San Francisco,37.7749,-122.4194
